trial,file,d_mm,fs,N_raw,t_end_raw,t_start_A,t_start_B,t_start,B_preswing_mm,T,N,bin_Hz,halfbin_Hz,d_track_mm,A_mm,eta_leak,xi_leak,method,f1,f2,f1_rect,f2_rect,f1_hann,f2_hann,f1_hamming,f2_hamming,f1_blackman,f2_blackman,f1_winspread,f2_winspread,f1A_rect,f2A_rect,f1A_hann,f2A_hann,f1A_hamming,f2A_hamming,f1A_blackman,f2A_blackman,f1_A,f2_A,rA,f1_B,f2_B,rB,ratio_pred,T_beat_fft,T_beat_env,dT_beat_env,n_beats,tau_s,env_minmax
2,31_2.txt,31.0,119.99665047730699,1434,11.942,0.342,0.383,0.383,nan,11.558655966503817,1388,0.08651524908241326,0.04325762454120663,33.9917106244292,2.8390118298829194,0.02953025114951832,0.03218198515573574,eta/xi,6.4201630336635045,6.864908186667023,6.4201630336635045,6.864908186667023,6.4201985058505135,6.865029906904545,6.420185027494386,6.864992349716994,6.420190525224986,6.865041484350294,1.7736093504527872e-05,6.66488416354305e-05,6.416881773543577,6.869058800026669,6.420535589919928,6.864507310666061,6.4193278038101305,6.866034276470059,6.420329162119025,6.86478999143034,6.420535589919928,6.864507310666061,0.8603818826614403,6.4198683214960734,6.8655390210459055,0.8613913837169879,0.874626530557455,2.248478692227791,2.2124427076064155,0.028185001489283695,5,27.767930544461635,0.07899951716287987
3,31_3.txt,31.0,120.0,1414,11.775,0.3,0.342,0.342,nan,11.433333333333369,1373,0.08746355685131169,0.04373177842565584,33.99055055726848,2.848343645833319,0.012245521109525502,0.012766795855902619,eta/xi,6.416520971203605,6.939540288135056,6.416520971203605,6.939540288135056,6.416702944570971,6.939678180364636,6.416645796422107,6.939635735319181,6.416706095554681,6.939674846616498,9.256217553810231e-05,6.894611478980295e-05,6.412596841319004,6.94444422118477,6.416974802661928,6.939347519927553,6.415595685504539,6.940961343843679,6.416822048384118,6.939566946206232,6.416974802661928,6.939347519927553,0.8602598229606503,6.416432472345639,6.940006170033689,0.8615580132307462,0.8549443235667974,1.911975270563598,1.8622023809523869,0.01836143100431118,6,27.66161195062917,0.0748408079637695
4,31_4.txt,31.0,120.00338037691202,1421,11.833,0.35,0.392,0.392,nan,11.441344366197178,1374,0.08740231637065701,0.043701158185328506,33.99129855686867,2.798040880477303,0.020852107718670614,0.02041704284716799,eta/xi,6.416838539061854,6.931491266690825,6.416838539061854,6.931491266690825,6.416987942660101,6.931591149329643,6.416941219514721,6.931560440507469,6.416985418546819,6.931598156082992,7.470179912338892e-05,5.344469608337121e-05,6.41294575241548,6.936408581129135,6.417298610555499,6.9312049754177645,6.415959522990722,6.932804319745013,6.41713857040671,6.9314305480204315,6.417298610555499,6.9312049754177645,0.8606757694719602,6.416677236700844,6.931976613562526,0.862026547152104,0.8570158669140517,1.9430578063912067,1.8800065643863173,0.02668258445194208,6,23.66490488497397,0.07041440932623012
5,31_5.txt,31.0,120.00342377813918,1403,11.683,0.283,0.333,0.333,nan,11.349676176890169,1363,0.08810824065942661,0.04405412032971331,33.99230721107831,2.782466521041383,0.04999342506413433,0.05201458989241599,eta/xi,6.423031687879468,6.919824957304362,6.423031687879468,6.919824957304362,6.423243773291736,6.919829566263154,6.423178159517712,6.919826820249188,6.4232596532300255,6.919834169791283,0.00011398267527873429,4.606243460436588e-06,6.421413918349294,6.921863837023827,6.423403749896802,6.919657758086957,6.422755308352961,6.920381649514731,6.4233428175332765,6.919801289540721,6.423403749896802,6.919657758086957,0.8615592818025768,6.423083113957236,6.920002372178169,0.85916737520614,0.8615686972835227,2.012909718277053,1.9737532097004296,0.025127450382155872,5,28.366992196516595,0.07170869033442316
1,33.5_1.txt,33.5,120.0,1783,14.85,0.325,0.375,0.375,nan,14.475000000000046,1738,0.06908462867012068,0.03454231433506034,36.49837352117377,2.8176894444444365,0.019127671925417977,0.02029271997419417,eta/xi,6.421743849621168,6.769363795052784,6.421743849621168,6.769363795052784,6.421855218526204,6.769423051408521,6.421820458892275,6.769404874437553,6.421855944723896,6.769430326726714,5.6047551364013515e-05,3.326583696505736e-05,6.418153163575525,6.773619652273792,6.422297628262515,6.768909113803261,6.4209610970651765,6.770440754277939,6.422067930735844,6.76920695924791,6.422297628262515,6.768909113803261,0.9014886528786005,6.421419647402231,6.769927239567054,0.9022227263706413,0.89993314678958,2.876704898961909,2.8261904761904844,0.021373385729357538,5,26.73955706825366,0.04518035171341746
2,33.5_2.txt,33.5,120.00267863121944,1793,14.933,0.342,0.383,0.383,nan,14.549675223214322,1747,0.06873005648981624,0.03436502824490812,36.49756741153237,2.8555605418371837,0.05384611148271622,0.05623540121756499,eta/xi,6.41925951964308,6.787317921324783,6.41925951964308,6.787317921324783,6.419367373461544,6.787314352254819,6.4193338618825795,6.78731402052584,6.419372010485642,6.787306943027745,5.624542128090937e-05,5.48914851927762e-06,6.418172775109226,6.788585355779009,6.419484564137624,6.787145316867722,6.4190241060550735,6.787652614040268,6.419441050415655,6.787206899543028,6.419484564137624,6.787145316867722,0.9013015681994209,6.419251279691068,6.787481373349887,0.9010245091892092,0.8944858672517946,2.716960122173217,2.6811306281887815,0.03255482499955424,5,26.011688608873502,0.056358648308223666
3,33.5_3.txt,33.5,120.00271039436238,1772,14.758,0.325,0.375,0.375,nan,14.383008469791124,1727,0.0695264834266292,0.0347632417133146,36.49520842801346,2.8854360283149885,0.043162188650519975,0.042785423944252526,eta/xi,6.417782615925995,6.780731021802973,6.417782615925995,6.780731021802973,6.417869216674774,6.780733570484857,6.417842845147772,6.780732266501801,6.417880136192955,6.780737254721197,4.876013347976382e-05,3.116459112106895e-06,6.4155997574042285,6.783228639694758,6.4180575617925575,6.78043687379841,6.417231647871464,6.7813844578853315,6.417938556850109,6.780597175968287,6.4180575617925575,6.78043687379841,0.9023699936386814,6.417684351633804,6.781023883599742,0.9013487496188365,0.895812195959445,2.7552125420794735,2.7151767685730497,0.02750873940820282,5,25.636807345341374,0.049846931434751406
4,33.5_4.txt,33.5,119.99730947736596,1785,14.867,0.267,0.317,0.317,nan,14.5503262331839,1747,0.06872698137306163,0.034363490686530815,36.494663052873,2.832537514013451,0.02073231823338324,0.021113499721690115,eta/xi,6.420764610378964,6.767427938047227,6.420764610378964,6.767427938047227,6.420840812165439,6.7674438261832615,6.420817755581868,6.76743799300831,6.420834736347579,6.767438000227595,3.810089323730281e-05,7.944068017184946e-06,6.417236669281883,6.771569954880571,6.421243794702987,6.766936831290622,6.4199460509894175,6.768451886207229,6.421012152478414,6.767217438821539,6.421243794702987,6.766936831290622,0.9006405851576985,6.420445287349379,6.767940193986386,0.9002398630030105,0.9001734870707122,2.8846431687084704,2.848873398462532,0.029822829882412947,5,27.284485990074604,0.04939963163100333
5,33.5_5.txt,33.5,119.99729125753369,1773,14.767,0.325,0.375,0.375,nan,14.391991534988671,1728,0.06948308700494155,0.03474154350247077,36.495120141136276,2.8875389704038223,0.041660006466486606,0.04302428561511379,eta/xi,6.42261515264997,6.711443944513029,6.42261515264997,6.711443944513029,6.422719222013952,6.711458400607679,6.422687527435784,6.711452694029331,6.422718257419159,6.711448237001517,5.2034681990775766e-05,7.228047325114062e-06,6.4192934549322365,6.715355428150245,6.423315467264911,6.710759121228544,6.421948157288449,6.712346648956596,6.422940838836578,6.711209769367485,6.423315467264911,6.710759121228544,0.9010156565794638,6.422149103999771,6.71211951671145,0.9028194016902032,0.9157814974237728,3.4622587088690504,3.3934099322799,0.041511756690424534,4,25.489332096860245,0.05249476312905851
1,36_1.txt,36.0,120.0,2389,19.9,0.258,0.467,0.467,nan,19.433333333333394,2333,0.051457975986277715,0.025728987993138858,38.99724167256017,2.838935185185167,0.050865661453443484,0.052097398092952316,eta/xi,6.417541656344358,6.614649206854763,6.417541656344358,6.614649206854763,6.4175500048413925,6.614635860753093,6.4175472070995765,6.614639418065636,6.417545375495056,6.614636657650939,4.174248517063717e-06,6.673050835015459e-06,6.413929835546954,6.618860116362997,6.418261744260622,6.613812678083902,6.416924557665588,6.61536808606085,6.417729791296016,6.614428215742356,6.418261744260622,6.613812678083902,0.9292739602454512,6.416846162913492,6.61544903576252,0.929363519564574,0.9412906789255927,5.073372366560941,4.827500000000015,0.06861560938920473,4,23.93801973133429,0.03290574476568527
2,36_2.txt,36.0,120.0,2365,19.7,0.342,0.558,0.558,nan,19.141666666666598,2298,0.05224205485415778,0.02612102742707889,38.996933829338516,2.784522152777779,0.0490843674738208,0.04899543006133889,eta/xi,6.424263794541415,6.642209746120497,6.424263794541415,6.642209746120497,6.424225375996849,6.642184002267271,6.424236674540247,6.642192409700949,6.42422643000788,6.6421850634753525,1.9209272283049472e-05,1.2871926613033935e-05,6.422023430368027,6.6448639082694205,6.424649106718052,6.641679824487276,6.42375829828496,6.642769151288889,6.424375920909444,6.642002089756441,6.424649106718052,6.641679824487276,0.9300671503672832,6.423816792059625,6.6426671306552185,0.9310293967159988,0.9354521132189569,4.5882935322023926,4.479166666666651,0.0579411419107873,4,26.399912358293264,0.030703367206642514
3,36_3.txt,36.0,120.00202449640652,2372,19.758,0.275,0.333,0.333,nan,19.42467229017298,2332,0.05148091998987824,0.02574045999493912,38.99778801282394,2.8681238939266236,0.056653087432355934,0.055975892054945964,eta/xi,6.422492751770414,6.697406306635964,6.422492751770414,6.697406306635964,6.42253352094535,6.697372798084197,6.422521702781138,6.6973827047698515,6.422535133126624,6.697370061766754,2.1190678105131866e-05,1.8122434604972426e-05,6.421471021838732,6.698609742869866,6.422659274452066,6.697251071509564,6.422235213282271,6.697738706228295,6.422600054634964,6.697324097105224,6.422659274452066,6.697251071509564,0.9299202319669935,6.422409423493518,6.697492826010239,0.9280954888905771,0.9195893905346038,3.637507071955997,3.600415448575053,0.042178001534917534,5,25.48053597604175,0.03740078483454575
4,36_4.txt,36.0,119.99798914136336,2388,19.892,0.3,0.358,0.358,nan,19.533660661918784,2345,0.05119368137430162,0.02559684068715081,38.997086766821454,2.8974038246229643,0.04545969922946386,0.04452456504966921,eta/xi,6.413590492606336,6.680793718601644,6.413590492606336,6.680793718601644,6.413601917818651,6.680735425961173,6.413598967998076,6.6807531723174725,6.413593616712962,6.680732095134605,5.712606157448619e-06,3.0811733519708895e-05,6.411862399108466,6.682766672897126,6.413786716169649,6.680508350886227,6.413130085087274,6.681285429813123,6.413668073566493,6.68063165619908,6.413786716169649,6.680508350886227,0.9294253322207489,6.413420602398735,6.680957551319701,0.9291935019315475,0.9216081971995688,3.7424697859656804,3.68172836196063,0.029121200085120976,5,25.27022139490114,0.03358432083106119
5,36_5.txt,36.0,120.00200170144622,2399,19.983,0.308,0.367,0.367,nan,19.616339449541314,2355,0.05097791066331608,0.02548895533165804,38.99904177784065,2.8993941170883106,0.03468571536101029,0.03480069466931738,eta/xi,6.422038427834031,6.670551786057127,6.422038427834031,6.670551786057127,6.42200755664884,6.670572767694858,6.422017010979901,6.6705663123758105,6.422005849873589,6.670567208207474,1.6288980221101923e-05,1.0490818865616092e-05,6.4191939123559845,6.673872446052048,6.422367948819469,6.670175826843217,6.42137709988286,6.671329660212885,6.4221667824510815,6.670403924071048,6.422367948819469,6.670175826843217,0.9290386759211672,6.421648599174691,6.670966215690854,0.9295010381698102,0.9268773717334895,4.023928561225587,3.8989825807220346,0.038930652386606215,5,24.593077831414217,0.03826695909713676
1,39_1.txt,39.0,120.0,3598,29.975,0.283,0.508,0.508,nan,29.466666666666562,3537,0.03393665158371053,0.016968325791855265,41.998380435871844,2.818879259259246,0.06378000036872797,0.06144355125155499,eta/xi,6.415120334815577,6.597573572297817,6.415120334815577,6.597573572297817,6.415096879435849,6.597552034020201,6.415104188196492,6.59755866908645,6.415094784253568,6.597555246739571,1.277528100462888e-05,1.0769138807820156e-05,6.41433662264736,6.59844146992781,6.415200862979444,6.59742454747801,6.414878523359291,6.597802108829129,6.415147169413958,6.597485265237829,6.415200862979444,6.59742454747801,0.9519588531446084,6.414993804012525,6.597678285558225,0.9509077546689245,0.9454555829820946,5.480856430938042,5.427619047619027,0.047215152198502204,5,25.986297652007906,0.021576405044472953
2,39_2.txt,39.0,119.99865735767992,3576,29.792,0.35,0.567,0.567,nan,29.225326993007144,3508,0.03421689687986293,0.017108448439931465,41.9980668976988,2.7957539743978126,0.054899495619123925,0.054454030217863894,eta/xi,6.4260415542546445,6.648667395155068,6.4260415542546445,6.648667395155068,6.426046247742752,6.648647798258423,6.426045717894221,6.648654476886725,6.426046821032591,6.648645401988375,2.6333889731056104e-06,1.0996583346578603e-05,6.425431818126475,6.649386846611073,6.42610092628848,6.648593497002571,6.425851037723079,6.6488867020142886,6.426075804155549,6.6486232041114315,6.42610092628848,6.648593497002571,0.9509921551870093,6.425991512078843,6.6487021295520545,0.9517955106793556,0.9341526369448474,4.491841539847481,4.409275524475547,0.02648906041428042,6,25.738194815698563,0.023065937225272937
3,39_3.txt,39.0,119.9986517005427,3561,29.667,0.325,0.55,0.55,nan,29.116993820224717,3495,0.03434420483701852,0.01717210241850926,41.99813013681212,2.8732854008270907,0.05036848949036564,0.050128183982999244,eta/xi,6.421578418596004,6.562351714992196,6.421578418596004,6.562351714992196,6.421574714834178,6.5623329289324,6.421575923889718,6.562339436406205,6.421577967809446,6.5623308097652755,1.8518809130618763e-06,1.0452613460110172e-05,6.419453625659353,6.564733600888909,6.421985907088835,6.561915739124434,6.421116670335421,6.5628936573708545,6.4217218483702565,6.562213645433109,6.421985907088835,6.561915739124434,0.9502184208998368,6.421181659598294,6.562728984311098,0.9510299071295886,0.9575568660618005,7.103619973390456,6.998411966292134,0.08991351916718342,4,25.591262280839526,0.023550204814527024
4,39_4.txt,39.0,120.00134417635594,3572,29.758,0.325,0.542,0.542,nan,29.216339400728053,3507,0.03422742275423733,0.017113711377118666,42.00020248977216,2.820437558048634,0.0409772443122367,0.03977967765077021,eta/xi,6.422410153454862,6.634001403148405,6.422410153454862,6.634001403148405,6.422386437681546,6.633994773478793,6.422393739162909,6.63399771076143,6.422387325430966,6.63399398850942,1.185788665836185e-05,3.7073194922854213e-06,6.421246159457627,6.635294735739334,6.4224940264951424,6.633876629163597,6.4220707261120165,6.6343596991776606,6.422443134587437,6.633927501989748,6.4224940264951424,6.633876629163597,0.9503454321668433,6.42227965202748,6.634111948749356,0.95162039526107,0.9372273567113276,4.726093359003959,4.677923790854899,0.0403064423558169,6,26.158498833222612,0.029934006628135282
